date,euro,japan,canada,uk,mexico,india,switzerland,thailand,denmark,australia
11/10/2009,0.26036,-0.11127,-0.44594,0.23951,-0.45724,-0.12951,0.14874,0.030035,0.26172,0.16154
11/12/2009,0.63705,0.64366,-0.028532,0.83073,0.056609,0.64586,0.7109,0,0.63333,0.32387
11/13/2009,-0.14117,-0.94471,-0.12373,-0.68675,-1.3606,-0.77553,-0.22655,-0.21043,-0.16796,-0.67892
11/16/2009,-0.60945,-0.30196,-0.4008,-0.82507,-0.61765,-0.39003,-0.65295,-0.15058,-0.57601,-0.62099
11/17/2009,0.98635,0.1455,1.2448,0.16089,0.82015,0.30349,1.1546,-0.030143,0.95154,1.127
11/18/2009,-1.0731,-0.055938,-0.88215,0.07159,-0.95107,0,-1.105,-0.060314,-1.0482,-0.40935
11/19/2009,0.56866,-0.45987,1.3062,0.58658,0.54567,1.1407,0.68219,0.12059,0.55052,1.2549
11/20/2009,0.2351,-0.056227,0.60004,0.77742,0.29083,-0.21422,0.27551,0.060241,0.26614,0.33804
11/23/2009,-0.65688,0.2696,-1.3931,-0.4226,-0.58943,-0.49447,-0.78919,-0.030116,-0.6536,-0.9999
11/24/2009,0.20732,-0.63021,0.54826,0.13263,-0.5906,-0.19415,0.188,0.060223,0.19693,0.84709
11/25/2009,-0.98595,-1.0554,-1.0328,-0.56545,-0.56611,-0.28111,-1.1133,-0.33168,-0.97841,-1.2249
11/27/2009,0.81204,-0.89389,1.1459,1.0674,0.47327,0.79802,0.58803,0.30157,0.84985,2.1012
11/30/2009,-0.20696,-0.86711,-0.47192,0.51667,-0.027095,-0.23658,-0.12927,0.030107,-0.23747,-0.59237
12/1/2009,-0.70446,0.57891,-1.3334,-1.3138,-0.48351,-0.49649,-0.65888,-0.15063,-0.69959,-1.1527
12/2/2009,0.27189,0.58705,0.33501,-0.09018,-0.62199,0.0649,0.22011,-0.090484,0.2614,-0.14046
12/3/2009,-0.14599,1.2206,0.70463,0.3793,-1.106,-0.52038,-0.10999,-0.12077,-0.15595,-0.032385
12/4/2009,1.3082,1.8757,-0.22799,0.38075,-0.013457,0.21716,1.4008,0.060405,1.3189,1.2599
12/7/2009,0.43764,-0.47962,-0.066594,0.5221,0.10444,0.75635,0.61962,0,0.43711,0.20789
12/8/2009,0.53449,-1.1583,0.86228,0.77603,1.5381,0.32241,0.45001,0.090539,0.5244,0.51612
12/9/2009,0.1086,-0.6582,-0.46338,0.36873,0.97645,-0.19332,0.1658,-0.12074,0.11484,0.066079
12/10/2009,0.061139,0.42038,-0.30378,-0.09231,0.10406,-0.021503,0.077927,-0.030207,0.063305,-0.94299
12/11/2009,0.78453,1.161,0.61609,0.12926,-0.35114,-0.064537,0.8339,0.060405,0.80168,0.55814
12/14/2009,-0.3009,-0.65213,0.066122,-0.30134,-1.1821,0.3866,-0.33854,0,-0.30652,-0.48172
12/15/2009,0.89853,1.4113,0.30172,0.31366,-0.55619,0.10712,0.96423,0.090539,0.8953,0.98782
12/16/2009,-0.43312,-0.43471,-0.40564,-0.82815,-0.044062,-0.27876,-0.63535,0.060314,-0.43588,0.57522
12/17/2009,1.7997,0.9229,1.2587,1.4398,1.9762,0.59945,1.3048,0.18072,1.8034,1.7797
12/18/2009,0.25177,0.13273,-0.31788,0.3228,-0.70696,-0.3421,-0.37244,0,0.23827,-0.12415
12/21/2009,-0.26573,0.52916,-0.81802,0,-0.37213,0.23532,-0.1053,-0.030098,-0.27098,0.3729
12/22/2009,0.53218,0.78853,-0.34993,0.79279,1.0243,-0.042744,0.43007,0.090266,0.54698,0.636
12/23/2009,-0.6857,-0.16376,-0.75128,0.0062673,-0.55741,0.042744,-1.016,0.24031,-0.67986,-0.38663
12/24/2009,-0.18113,0.18558,0.085874,0.087785,0,-0.17109,-0.10603,-0.09005,-0.19868,-0.19275
12/28/2009,-0.17386,-0.13096,-0.52594,-0.37568,0.42221,-0.60112,-0.2704,0.20999,-0.16039,-0.53098
12/29/2009,0.25045,0.41412,-0.28805,0.68354,1.0918,0.25806,0.23182,-0.11994,0.2376,-1.0536
12/30/2009,0.27902,0.76919,1.1758,-0.9893,-0.057367,0,0.25053,0.029999,0.27552,0.26795
12/31/2009,-0.1117,0.45225,-0.59093,-0.72633,-0.094919,-0.34423,-0.31809,-0.029999,-0.12514,-0.37938
1/4/2010,-0.6052,-0.57103,-0.80622,0.3594,-1.1291,-0.28057,-0.6198,-0.45106,-0.60094,-1.7006
1/5/2010,0.11797,-1.1629,-0.057837,0.62271,-0.73853,-0.30303,0.27163,-0.090457,0.13751,-0.10943
1/6/2010,-0.013886,1.1413,-0.36708,-0.043716,-0.57908,-0.89277,-0.38827,-0.03017,-0.05808,-0.50186
1/7/2010,0.62679,0.83944,0.17405,0.65147,0.13333,-0.10942,0.57218,-0.090566,0.66204,0.2288
1/8/2010,-0.29995,-0.65588,-0.057982,-0.50776,-0.26212,-0.37293,-0.43611,0.060386,-0.2967,-0.54389
1/11/2010,-1.2391,-0.86674,-0.27103,-0.95212,-0.46945,-0.33021,-1.3888,-0.36287,-1.2465,-0.83185
1/12/2010,0.089473,-1.0391,0.55097,-0.21654,0.39005,0.54975,0.059073,0,0.091782,0.57183
1/13/2010,0.21368,0.47167,-0.53158,-0.65909,0.36503,-0.28549,0.33409,0.030289,0.20279,0.18411
1/14/2010,0.096652,-0.38375,-0.5734,-0.19627,-0.32964,0.17579,0.11765,-0.51617,0.099296,-0.87422
1/15/2010,0.70701,-0.264,0.26281,0.4914,-0.27948,0.54735,0.56668,0.030437,0.7387,0.7767
1/19/2010,0.74708,0.37379,0.36872,-0.79731,-0.27236,0.087298,0.73772,0.091255,0.74287,0.021661
1/20/2010,1.234,0.10967,1.4614,0.50831,0.94415,0.56559,1.0869,0.2126,1.2538,1.6051
1/21/2010,-0.085106,-1.08,0.057252,0.44922,0.097838,0,-0.25863,0,-0.09472,0.35285
1/22/2010,-0.3397,-0.19965,0.74131,0.58143,1.1434,0.23833,-0.24969,0.18187,-0.2866,0.033144
1/25/2010,0.056537,0.055497,0.19865,-0.71703,-0.15016,-0.32513,0.028842,-0.21222,0.036108,0.22124
1/27/2010,0.6596,-0.79096,0.70625,0.19729,0.13469,0.51971,0.66108,0.21222,0.65904,0.70012
1/28/2010,0.42787,0.74656,-0.68735,-0.23424,0.013923,0.10793,0.4288,0.15131,0.40877,-0.63365
1/29/2010,0.8829,0.33248,0.64042,1.4449,0.76432,-0.58423,0.37962,0.30193,0.90016,1.6875
2/1/2010,-0.24483,0.46363,-0.0093883,0.53237,-0.6816,0.41148,0.27432,-0.030152,-0.26677,-0.04507
2/2/2010,-0.36613,-0.45256,-0.41396,-0.27593,-0.60461,-0.3464,-0.27432,-0.1509,-0.34993,0.38375
2/3/2010,0.34456,0.79339,0.0094273,0.33247,0.83618,-0.30408,0.3121,-0.21164,0.30882,0.28311
2/4/2010,1.0699,-2.2196,1.1901,0.95966,0.91332,0.52072,0.61191,0.30221,1.0855,1.9698
2/5/2010,1.1035,0.15699,-0.07455,0.91773,0.799,1.0976,1.1571,0.12063,1.1268,0.33598
2/8/2010,-0.6665,0.078401,-0.32681,-0.19828,-0.38272,0.14972,-0.773,-0.030143,-0.69702,-0.87811
2/9/2010,-0.69834,0.14544,-0.018707,-0.18513,-0.57685,-0.64323,-0.51554,-0.060314,-0.66114,-0.90467
2/10/2010,0.53058,0.47956,-0.21539,0.46668,-0.12251,-0.28002,0.38456,0.030161,0.4935,0.36546
2/11/2010,0.59937,-0.066778,-1.3687,-0.43478,-0.08048,0.06469,0.60666,0,0.62859,-1.6567
2/12/2010,0.11003,0.2002,0.066505,0.031905,-0.45728,0.10772,0.18593,0.030152,0.10072,0.53033
2/16/2010,-0.85505,0.50981,-0.97348,-0.40126,-1.0142,-0.97372,-0.80194,-0.060314,-0.86584,-1.7384
2/17/2010,0.86973,0.36414,0.26817,0.17814,0.20289,0.021741,0.81123,0,0.8695,0
2/18/2010,0.4414,0.70245,-0.047835,0.77991,-0.2457,0.43384,0.35228,0.030161,0.44013,0.25605
2/19/2010,0.1845,0.55625,-0.29709,0.93492,-0.17141,0.086543,0.16644,0.030152,0.15841,0.18968
2/22/2010,-0.38337,-0.90686,0.086343,-0.25878,-0.19358,-0.19483,-0.47229,-0.21126,-0.34628,-0.44573
2/23/2010,0.39076,-1.1814,0.84985,0.084031,0.42725,0.21645,0.41684,-0.12092,0.37539,0.65815
2/24/2010,-0.28769,0.02221,0.32276,0.20715,-0.027234,0.043234,-0.36116,-0.18165,-0.28414,-0.067129
2/25/2010,0.73932,-1.3527,1.1684,1.5082,0.027234,0.043215,0.73023,0.2119,0.73601,1.4646
2/26/2010,-1.3562,-0.011256,-1.4626,-0.24967,-0.74968,-0.51982,-1.3631,-0.15131,-1.3618,-1.6881
3/1/2010,1.0598,0.49405,-0.94552,1.7543,-0.12863,-0.0869,1.0772,-0.54662,1.0499,-0.44539
3/2/2010,-0.35451,-0.37031,-0.92549,0.22732,-0.18461,0,-0.34232,-0.39664,-0.34387,-0.46553
3/3/2010,-1.2237,-0.58631,-0.37844,-1.2241,-0.24484,-1.0048,-1.2872,-0.1836,-1.2286,-0.37528
3/4/2010,1.1721,0.66498,0.20395,0.61681,0.24406,0.59101,1.1945,-0.12259,1.1776,0.88526
3/5/2010,-0.27227,1.4498,-0.2234,-0.55729,-0.46501,-0.72282,-0.26938,0.061312,-0.30499,-0.75297
3/8/2010,-0.036736,-0.022146,0.019446,0.36454,0.051336,0.02198,-0.065131,0.18371,-0.018292,-0.20938
3/9/2010,0.19854,-0.45508,-0.36036,0.3792,-0.29653,0.21954,0.19527,0.061162,0.16816,-0.59269
3/10/2010,-0.52856,0.80882,-0.078087,0.17345,-0.25691,-0.54975,-0.58695,-0.24487,-0.51085,-0.34957
3/11/2010,-0.11708,-0.022073,0.20485,-0.49952,0.13805,0.30823,-0.12155,0.091898,-0.1102,0.21834
3/12/2010,-0.57608,-0.15464,-0.73354,-0.89948,-0.53104,-0.021985,-0.84555,-0.3681,-0.57131,-0.021856
3/15/2010,0.7371,-0.011055,0.28427,0.95929,0.14576,0.1538,0.33908,0,0.72923,0.38316
3/16/2010,-0.77344,-0.022114,-0.6777,-0.98562,-0.35002,-0.21978,-0.7456,-0.36946,-0.78284,-0.33945
3/17/2010,0.1382,-0.011059,-0.36531,-0.68224,-0.30077,-0.37474,-0.047378,-0.33987,0.14598,-0.83819
3/18/2010,0.99481,0.044228,0.28643,0.32086,-0.092171,0.37474,0.74596,-0.092894,0.96475,0.2605
3/19/2010,0.53809,0.044209,0.13799,1.54,0.71112,-0.30851,-0.14121,0.030974,0.56714,0.40294
3/22/2010,-0.0073908,-0.5318,0.3932,-0.37893,0.42505,0.4624,-0.33027,0.1238,-0.016367,0.10918
3/23/2010,-0.029557,0.24409,-0.16692,0.026544,-0.68814,-0.043946,-0.17975,-0.061881,-0.032743,-0.34896
3/24/2010,1.3987,1.8119,0.90003,1.0207,0.079796,-0.22002,1.2328,0.12372,1.375,1.0506
3/25/2010,0.02248,0.86684,-0.78217,0.20136,-0.37559,0.22002,0.046753,0.092693,0.057407,-0.31852
3/26/2010,-0.40386,-0.14035,0.92815,-0.1477,0.4051,-0.75006,-0.32773,0.030878,-0.39174,0.84798
3/29/2010,-0.49883,0.097187,-0.80063,-0.42176,-0.63355,-0.48835,-0.26296,-0.15449,-0.48732,-1.2092
3/30/2010,0.41676,0.2587,-0.1177,-0.80509,-0.39399,0.26667,0.34734,-0.030926,0.45131,-0.33815
3/31/2010,-0.86876,0.54753,-0.3244,-0.63417,-0.90641,-0.24442,-1.3491,0.09275,-0.88103,0.15257
4/1/2010,-0.3174,0.45933,-0.82061,-0.68251,-0.0081301,-0.35659,0.29402,-0.09275,-0.28569,-0.46788
4/2/2010,0.60615,0.7221,0.36665,0.6101,-0.09924,-0.11169,0.68897,0.030926,0.57238,0.27175
4/5/2010,0.0074149,-0.24366,-0.84431,-0.57085,-0.12052,-0.78537,-0.12235,0.12361,-0.0072478,-0.25004
4/6/2010,0.80405,-0.49976,-0.23969,0.35394,-0.22923,0.045045,0.79727,-0.030888,0.81749,-0.4766
4/7/2010,0.1047,-0.23479,0.26961,-0.105,-0.12585,0.06753,0.11204,-0.030898,0.10598,-0.35597
4/8/2010,0.029936,-0.46051,-0.089789,-0.17039,0.053138,-0.06753,0.065302,-0.27851,-0.0089772,0.04308
4/9/2010,-0.80513,0.12873,0.35867,-0.64615,-0.38897,-0.70049,-0.47675,-0.21716,-0.7986,-0.46214
4/12/2010,-0.8797,-0.075071,-0.39861,0.019519,-0.16012,0.70049,-0.69582,0.49566,-0.85795,0.31144
4/13/2010,-0.036793,-0.46239,0.13969,-0.31185,0.15684,0.12939,-0.23617,-0.09275,-0.040169,0.2477
4/14/2010,-0.54296,0.24759,-0.69038,-0.44013,0.020511,-0.60338,-0.57861,-0.34082,-0.56591,-0.91237
4/15/2010,0.92627,0.032249,0.53072,0.12278,0.064786,0.27113,0.78647,0,0.94505,0.39612
4/16/2010,0.3922,-1.0915,1.3097,0.45366,0.5869,-0.045137,0.27334,0,0.39764,0.75375
4/19/2010,0.21525,0.16286,0.53087,0.86112,0.52755,0.94362,0.24443,0.031032,0.19913,0.7268
4/20/2010,0.089206,1.1863,-2.1306,-0.73112,-0.91788,-0.49316,0.21573,-0.21743,0.0687,-1.3732
4/21/2010,0.46964,-0.042891,-0.010017,-0.14299,-0.3467,0.089847,0.32739,0.03109,0.47059,0.36579
4/22/2010,0.63716,-0.24698,0.31005,0.18853,0.68649,-0.044914,0.65159,0.27937,0.65799,0.3455
4/23/2010,-0.46515,1.2501,0.11976,0.03254,-0.50684,-0.22487,-0.32526,-0.21722,-0.48725,0.18403
4/26/2010,0.1798,-0.1275,-0.1697,-0.6682,-0.37771,-0.20282,0.093041,0.031061,0.18658,-0.47563
4/27/2010,0.79802,-1.1226,1.5859,1.1772,0.92369,0.1803,0.77814,0.062093,0.814,1.117
4/28/2010,0.75873,1.1332,-0.43363,0.82116,1.1758,0.2923,0.67136,0.27894,0.72804,-0.54378
4/29/2010,-0.85694,0.095628,-0.7236,-0.93885,-1.4606,0.15704,-0.79139,-0.21689,-0.81341,-0.61632
4/30/2010,-0.44453,0.084926,0.59512,-0.032668,-0.044151,-0.92333,-0.528,0.27877,-0.44226,-0.31211
5/3/2010,0.89863,0.46581,0.21733,0.43208,0.3062,0.58651,0.93368,0,0.88965,0.54954
5/4/2010,1.1137,-0.10567,0.79611,0.70448,1.2228,0.35923,1.089,-0.15477,1.1238,1.4146
5/5/2010,1.134,-0.29648,0.47854,0.0066074,1.6811,0.44723,1.1853,0.21662,1.1217,0.32931
5/6/2010,1.5716,-2.2304,1.6715,1.6321,1.7748,1.0432,-0.23413,-0.061843,1.5861,1.7301
5/7/2010,-0.25187,-0.59819,-0.13423,1.0126,-0.15806,0.24258,-0.063128,-0.21675,-0.25434,0.54967
5/10/2010,-1.0945,1.8589,-1.7225,-1.6219,-2.5276,-1.2412,-0.14444,0,-1.1085,-1.4074
5/11/2010,1.1417,-0.60144,-0.50886,0.18709,-0.079952,0.57816,-0.090383,0.12392,1.141,0.28879
5/12/2010,0.57578,0.10767,0.039235,0.65086,-0.51643,-0.044356,0.37906,-0.061939,0.55546,0.71445
5/13/2010,0.58707,-0.2478,-0.48169,1.3282,-0.64607,-0.17762,0.40455,0.21662,0.56253,-0.8034
5/14/2010,1.4264,-0.82323,1.9033,0.69825,1.7964,0.44346,1.4076,0,1.411,1.2525
5/17/2010,0.73717,0.15216,0.54958,1.1677,1.1089,0.6835,0.77547,-0.030917,0.76341,1.7139
5/18/2010,-0.47857,0.47671,-0.68503,-0.35384,-0.98977,0,-0.43987,-0.12376,-0.46731,0.091628
5/19/2010,0.33232,-1.4809,1.7372,0.62526,2.613,1.6562,1.9384,0.15468,0.34324,4.0574
5/20/2010,-0.42938,-1.2029,1.3796,0.034852,1.4602,1.1389,-0.55498,0,-0.41469,1.5635
5/21/2010,-1.6437,0.15531,-0.86711,-0.84693,-1.1544,0.21345,-0.13052,0.030907,-1.6187,-0.62832
5/24/2010,1.353,0.30991,0.21748,0.20067,-0.13656,0.14914,0.65955,0.18524,1.3241,-0.26465
5/25/2010,1.029,-0.66526,1.7695,0.59051,1.4365,1.101,0.27641,0.36946,1.0102,1.8429
5/26/2010,0.44893,0.43293,-1.2043,-0.34083,-1.1697,-0.82462,0.077603,-0.18456,0.44132,-1.4457
5/27/2010,-1.1873,0.47517,-1.476,-1.1598,-1.0356,-0.83147,-0.88305,0.12308,-1.225,-2.1006
5/28/2010,0.0080845,0.11018,0.057176,0.52992,0.078549,-0.86004,0.29522,0.092208,0.041575,-0.28305
6/1/2010,0.83621,0.38468,-0.20026,-1.2412,0.43595,1.649,0.12131,0.092123,0.83778,1.1251
6/2/2010,0.49036,1.1452,-0.68966,0.21833,-0.6266,-0.40438,0.23353,0.030689,0.5049,0.48952
6/3/2010,0.10656,0.13005,0.086468,0.1709,-0.66739,-0.72774,-0.30283,-0.12281,0.10821,-0.77497
6/4/2010,1.6122,-0.54301,0.98429,0.8451,1.0072,0.6424,0.6392,0.21482,1.5851,1.6888
6/7/2010,0.32558,0.18495,0.1995,-0.034493,0.084575,0.48973,-0.0086107,0.030651,0.30438,1.0564
6/8/2010,-0.30058,-0.76378,-0.18999,0.52559,0.097677,-0.55378,-0.89089,-0.091982,-0.30277,-0.48709
6/9/2010,-0.41597,0.26252,-1.1668,-1.1239,-0.82315,0.27727,-0.47899,-0.092067,-0.38785,-1.2674
6/10/2010,-0.54645,-0.54771,-0.5692,-0.60836,-0.52245,-0.12788,-0.32353,-0.27671,-0.56344,-1.5709
6/11/2010,0.28113,0.74415,-0.067747,0.88299,-0.45653,-0.27763,0.89804,-0.12323,0.25694,-0.28299
6/14/2010,-1.6425,0.087184,-0.75802,-1.5351,-0.62758,-0.77287,-1.249,-0.15425,-1.6523,-1.6466
6/15/2010,-0.40644,-0.60093,0.35057,-0.38517,-0.14698,0.021549,-0.59944,0.030869,-0.40371,0.2087
6/16/2010,0.032454,0.15331,-0.497,-0.074161,0.064379,0.043085,-0.38092,-0.061747,0.069607,-0.37071
6/17/2010,-0.34025,-0.51561,0.45811,0.2159,-0.012714,-0.45332,-1.1605,0,-0.35683,0
6/18/2010,0.040445,-0.14309,-0.44834,0.12841,-0.32793,-0.56412,-0.26974,0,0.046543,-0.588
6/21/2010,-0.20206,0.42864,-0.3915,-0.2634,-0.70004,-0.69869,-0.24339,-0.34029,-0.15967,-1.3587
6/22/2010,0.66429,-0.64917,0.03922,-0.16175,0.49973,0.78569,-0.29828,0.12388,0.67187,0.30666
6/23/2010,-0.056881,-0.85362,1.8358,-0.68452,1.0118,0.40137,0.054299,0.092807,-0.071121,0.59327
6/24/2010,0.17888,-0.4687,0.37466,-0.22714,0.45841,0.63133,-0.045247,0.12361,0.20991,0.78116
6/25/2010,-0.35743,-0.055944,-0.57698,0.0066732,-0.051969,-0.25313,-1.0098,-0.030888,-0.34402,-0.12678
6/28/2010,0.12983,-0.13439,-0.30909,-0.75126,-0.38272,-0.34572,-0.70652,-0.061805,0.14404,-0.64294
6/29/2010,1.0529,-0.94585,1.8594,0.11266,1.4856,0.43197,-0.46147,0.15444,1.104,2.4678
6/30/2010,-0.84975,0.11307,0.70966,0.89251,-0.053763,0.021549,-0.33358,0,-0.85118,0.52926
7/1/2010,-1.3977,-1.2165,0.15074,-1.1905,1.5805,0.3871,-0.92313,-0.12353,-1.3858,1.1863
7/2/2010,-0.90253,0.30838,0.23508,-0.34978,0.35227,-0.085892,-0.37541,0.061786,-0.87558,-0.61861
7/6/2010,-0.54712,-0.15978,-1.4189,-0.0065879,-1.1433,0.45011,-0.45236,0.12346,-0.53992,-1.4482
7/7/2010,0.41204,-0.44645,0.26639,0.0065879,-0.28496,0.4268,-0.3975,0.1233,0.44028,-0.15184
7/8/2010,-0.7042,1.4579,-1.0986,0.14504,-0.88327,-0.2025,-0.40861,-0.092464,-0.70197,-2.296
7/9/2010,0.34752,0.045218,-0.79082,0.40989,0.0015647,-0.43839,0.71161,-0.33977,0.35499,0.15982
7/12/2010,0.52356,0.056494,0.47332,0.52473,0.35611,0,0.41513,0.061862,0.50737,0.22875
7/13/2010,-1.1545,-0.32811,-0.92943,-1.0533,-0.94616,0.17131,-0.91748,0.030917,-1.1026,-1.0026
7/14/2010,-0.28264,0.39586,0.22346,-0.71572,-0.086603,-0.064205,0.30361,-0.18564,-0.36567,-0.37341
7/15/2010,-1.0761,-1.3409,0.93698,-0.60013,0.54592,-0.4506,-1.2871,-0.18599,-1.0757,0.8279
7/16/2010,-0.20146,-1.1622,1.2896,0.56742,1.2456,0.42919,0.96453,-0.031032,-0.24602,0.8463
7/19/2010,-0.34,0.42733,0.19912,0.43919,-0.11224,0.85288,0.019006,0.15506,-0.28837,0.17242
7/20/2010,0.44843,0.51727,-0.29408,-0.21656,-0.5125,0.27563,-0.40943,0,0.4513,-1.0984
7/21/2010,0.67644,0.09168,-0.99294,0.35461,-0.51983,-0.3181,0.37141,0.061958,0.6525,-0.40881
7/22/2010,-0.66094,-0.34423,-0.47127,-0.53799,-0.20759,0.084926,-1.1184,-0.15497,-0.6248,-1.0821
7/23/2010,0.22501,0.35569,0.028917,-0.92485,0.11443,-0.46799,1.2039,-0.15521,0.28699,-0.29106
7/26/2010,-0.8431,-0.12607,-0.61872,-0.42051,-0.55612,0.29806,-0.46647,-0.03107,-0.92792,-0.57958
7/27/2010,0,0.77679,0.43544,-0.3094,-0.34164,-1.6937,1.3459,-0.06217,-0.010456,-0.21094
7/28/2010,-0.11547,-0.2963,-0.0096558,-0.46872,0.19345,0.96827,-0.41509,0.21743,-0.1273,0.98073
7/29/2010,-0.50649,-0.85965,0.11581,0.1282,0.39992,-0.36469,-1.5817,-0.062073,-0.50029,-0.58068
7/30/2010,-0.038266,-0.50779,-0.72601,-0.78582,-0.67561,-0.3876,-0.01921,0.093095,-0.024554,-0.7764
8/2/2010,-0.80022,-0.011571,-0.64328,-1.1578,-0.51548,-0.56253,-0.29823,-0.15521,-0.81369,-0.92379
8/3/2010,-0.49218,-0.62682,-0.078255,-0.2764,0.038952,0.043384,0.048163,-0.09324,-0.47506,-0.16407
8/4/2010,0.61371,0.4415,-0.34309,0.33932,-0.28653,-0.19538,1.2442,-0.093327,0.62526,-0.10923
8/5/2010,0.0076003,-0.49974,-0.29501,0.17009,-0.015145,0.086881,-0.37162,-0.2493,-0.0017658,0.3171
8/6/2010,-0.94558,-0.67805,1.1554,-0.74751,0.97261,-0.26087,-1.0557,-0.18738,-0.95453,-0.37167
8/9/2010,0.30917,0.73629,-0.058428,0.21301,-0.2862,0.28258,0.88369,-0.18773,0.3186,-0.05454
8/10/2010,1.1088,0,0.78592,1.0656,0.46998,0.498,1.1221,0.062617,1.0922,0.92025
8/11/2010,1.5081,-0.60734,1.0384,0.55937,0.32571,0.77453,0.08507,-0.12527,1.4952,0.88437
8/12/2010,0.25616,0.5491,-0.21065,0.73574,-0.11317,0.08569,-0.93978,-0.062696,0.27323,0.46745
8/13/2010,0.77245,0.43016,-0.31681,-0.044939,0.04324,-0.19291,0.39027,-0.031363,0.77583,0.10045
8/16/2010,-0.55458,-1.0144,0.27846,-0.63342,-0.5454,0.15007,-1.416,-0.28271,-0.59467,-0.23423
8/17/2010,-0.40423,0.21072,-1.1379,0.59492,-0.55475,-0.17153,0.53815,-0.22044,-0.39034,-1.0087
8/18/2010,0.13974,-0.23416,-0.24275,-0.2115,0.11278,-0.12884,-0.28794,-0.41068,0.12971,0.79726
8/19/2010,0.27228,-0.046899,1.0734,0.044827,1.0542,-0.40909,-0.9076,-0.1584,0.31578,0.74765
8/20/2010,1.1754,0.4213,0.97627,0.62326,0.30979,-1.4123,0.59956,-0.063432,1.1767,0.52782
8/23/2010,0.18935,-0.55038,0.12374,-0.10951,0.81574,1.7354,0.18302,-0.22233,0.17013,-0.55022
8/24/2010,-0.094719,-1.1812,0.48399,0.39351,0.33574,0.77121,-0.81168,0.1906,-0.12927,0.76439
8/25/2010,0.18162,0.47416,0.72632,0.071126,0.85327,0.021338,-0.33042,-0.12702,0.16156,0.62256
8/26/2010,-0.51244,0.059112,-0.89687,-0.73468,-0.41378,-0.19221,-0.19487,-0.41395,-0.5145,-0.83673
8/27/2010,-0.37674,0.57746,0.018965,0.2958,0.19633,0.042744,0.14619,-0.38363,-0.3559,-1.0974
8/30/2010,0.6208,-0.50657,0.13265,0.35483,1.0924,0.14946,-0.23401,0.192,0.61008,0.43529
8/31/2010,-0.14179,-0.67548,0.74525,0.74601,0.17863,0.31952,-0.92185,-0.031974,-0.19782,0.33613
9/1/2010,-0.85434,0.45083,-1.3531,-0.73954,-0.96997,-0.59727,-0.0098527,-0.3524,-0.81933,-2.0331
9/2/2010,-0.085813,-0.39139,0.21887,0.51191,0.11496,-0.19274,-0.30592,-0.032098,-0.10504,-0.1209
9/3/2010,-0.47454,0.35587,-1.0415,-0.38256,-0.84616,-0.15017,0.55194,0.032098,-0.46108,-0.55863
9/7/2010,1.2652,-0.83235,0.14397,0.89057,0.88369,0.51392,-0.59148,0,1.259,0.13116
9/8/2010,-0.031434,0.11933,-0.6447,-1.2846,-0.35592,-0.68581,-0.07913,-0.48255,-0.04103,-0.45832
9/9/2010,0.1494,-0.023855,-0.34813,0.41988,-0.0061477,-0.43104,0.42459,-0.71198,0.1845,-0.68356
9/10/2010,-0.18082,0.35723,0.32882,0.39565,-0.40195,-0.043206,0.25586,-0.097482,-0.1845,-0.10807
9/13/2010,-1.2412,-0.71574,-0.77542,-0.51211,-0.75124,-0.043225,-0.94797,-0.13012,-1.2371,-1.085
9/14/2010,-0.95739,-0.5763,-0.56597,-0.59952,-0.35668,-0.23807,-1.4088,0.065083,-0.97246,-0.81937
9/15/2010,0.046115,3.0593,0.60488,-0.52564,-0.31647,0.1732,0.94142,0.32478,0.078635,0.41417
9/16/2010,-0.54433,0.10505,-0.06811,0.18558,0.59227,-0.19487,1.1004,-0.19474,-0.54472,0.49072
9/17/2010,0.25263,0.058312,0.55327,-0.14721,-0.35541,-0.5651,-0.50408,-0.16258,0.24558,-0.28832
9/20/2010,-0.2144,-0.034983,-0.49488,0.45514,-0.2854,-0.50257,-0.41704,-0.032547,-0.21046,-1.0712
9/21/2010,-0.4731,-0.44419,0.33019,0.083561,-0.056394,-0.13152,-0.11947,0.26008,-0.44341,0.042207
9/22/2010,-1.8778,-1.1666,0.10659,-0.62821,-0.53261,-0.065826,-1.7385,-0.58613,-1.8762,-0.64174
9/23/2010,0.30678,-0.05928,-0.17449,-0.47176,-0.43178,0,-0.22326,0.19576,0.31933,-0.020971
9/24/2010,-0.98435,-0.094922,-0.43755,-0.67191,-0.73681,-1.0148,-0.15251,-0.097831,-0.98097,-0.48112
9/27/2010,0.007421,-0.08313,-0.019491,-0.13889,-0.24655,-0.3554,0.03052,-0.3268,-0.023517,-0.39571
9/28/2010,-0.79829,-0.41669,0.43764,0.27164,-0.19992,0.22227,-0.76582,-0.032739,-0.74455,-0.52864
9/29/2010,-0.4041,-0.25085,-0.048532,-0.0253,-0.032825,-0.53428,-0.041009,-0.32798,-0.39998,-0.42296
9/30/2010,0.27167,-0.095728,-0.067984,0.51359,1.1029,-0.53715,0.5726,-0.395,0.27048,0.7647
10/1/2010,-1.1186,-0.27573,-0.77047,-0.62104,-0.66507,-0.33719,-0.48035,-0.56226,-1.1177,-0.72352
10/4/2010,0.48102,0.036008,0.20539,-0.12627,0.51528,0.31475,-0.39006,-0.13276,0.49157,0.45417
10/5/2010,-1.061,-0.19219,-0.64693,-0.41557,-0.74835,-0.20222,-0.61901,-0.066445,-1.0746,-0.34082
